origin,location,side,phase_bucket,epv,observations
Restart Kick,10m-Half (own),Left,2-3,0.5546117087999469,22
Restart Kick,10m-Half (own),Left,4-6,0.5516587207502602,15
Restart Kick,10m-Half (own),Left,7+,0.5814194898505839,3
Restart Kick,10m-Half (own),Centre,1,0.48331786429794454,20
Restart Kick,10m-Half (own),Centre,2-3,0.3322198322043558,51
Restart Kick,10m-Half (own),Centre,4-6,0.45232894343479996,46
Restart Kick,10m-Half (own),Centre,7+,0.5232843120627032,10
Restart Kick,10m-Half (own),Right,1,0.7060728883959373,11
Restart Kick,10m-Half (own),Right,2-3,0.5303711524074664,20
Restart Kick,10m-Half (own),Right,4-6,0.7710138060121836,11
Restart Kick,10m-Half (own),Right,7+,0.6570496158764275,2
Restart Kick,Half-10m (opp),Left,1,0.5619466009626408,8
Restart Kick,Half-10m (opp),Left,2-3,0.40146879305920763,23
Restart Kick,Half-10m (opp),Left,4-6,0.6148509895018031,15
Restart Kick,Half-10m (opp),Left,7+,0.5843122965252032,6
Restart Kick,Half-10m (opp),Centre,1,0.7183525201140314,13
Restart Kick,Half-10m (opp),Centre,2-3,0.520702405737828,57
Restart Kick,Half-10m (opp),Centre,4-6,0.6518776068008189,54
Restart Kick,Half-10m (opp),Centre,7+,0.36891578904149525,22
Restart Kick,Half-10m (opp),Right,1,0.5278224306683443,12
Restart Kick,Half-10m (opp),Right,2-3,0.569112671922203,26
Restart Kick,Half-10m (opp),Right,4-6,0.6100646257496328,13
Restart Kick,Half-10m (opp),Right,7+,0.48783967392438055,7
Restart Kick,10m-22m (opp),Left,1,0.5810510136076374,17
Restart Kick,10m-22m (opp),Left,2-3,0.6128096587285705,25
Restart Kick,10m-22m (opp),Left,4-6,0.7608381479053092,30
Restart Kick,10m-22m (opp),Left,7+,0.7857202071303776,26
Restart Kick,10m-22m (opp),Centre,1,0.5972008387388043,42
Restart Kick,10m-22m (opp),Centre,2-3,0.6336806774023919,99
Restart Kick,10m-22m (opp),Centre,4-6,0.7336701172011816,106
Restart Kick,10m-22m (opp),Centre,7+,0.6137680148201436,90
Restart Kick,10m-22m (opp),Right,1,0.6132029399536087,50
Restart Kick,10m-22m (opp),Right,2-3,0.7713112749719384,34
Restart Kick,10m-22m (opp),Right,4-6,0.6294184580275465,20
Restart Kick,10m-22m (opp),Right,7+,0.8259877695185794,17
Restart Kick,22m-5m (opp),Left,1,0.539883955500252,3
Restart Kick,22m-5m (opp),Left,2-3,0.711620610685949,4
Restart Kick,22m-5m (opp),Left,4-6,0.7683786022747067,11
Restart Kick,22m-5m (opp),Left,7+,0.8959475834494471,8
Restart Kick,22m-5m (opp),Centre,1,0.6816777661723049,2
Restart Kick,22m-5m (opp),Centre,2-3,0.8288793116815769,31
Restart Kick,22m-5m (opp),Centre,4-6,0.8348554070780202,39
Restart Kick,22m-5m (opp),Centre,7+,0.9613059859968717,59
Restart Kick,22m-5m (opp),Right,1,0.5465368516686528,8
Restart Kick,22m-5m (opp),Right,2-3,0.7967675365167147,13
Restart Kick,22m-5m (opp),Right,4-6,0.947404583080985,8
Restart Kick,22m-5m (opp),Right,7+,0.8019300088381425,9
Restart Kick,5m-Goal (opp),Left,1,0.6815048694753538,0
Restart Kick,5m-Goal (opp),Left,2-3,0.6729259667868003,1
Restart Kick,5m-Goal (opp),Left,4-6,0.8340649174056519,2
Restart Kick,5m-Goal (opp),Left,7+,0.8077827604846364,0
Restart Kick,5m-Goal (opp),Centre,1,0.6815048694753542,0
Restart Kick,5m-Goal (opp),Centre,2-3,0.6610494024875635,0
Restart Kick,5m-Goal (opp),Centre,4-6,0.7268335485529894,0
Restart Kick,5m-Goal (opp),Centre,7+,1.6713371730873432,7
Restart Kick,5m-Goal (opp),Right,1,0.7002152872989733,1
Restart Kick,5m-Goal (opp),Right,2-3,0.6610494024875636,0
Restart Kick,5m-Goal (opp),Right,4-6,0.7401614686387724,1
Restart Kick,5m-Goal (opp),Right,7+,0.9129022115288439,11
Quick Tap,Goal-5m (own),Left,1,0.644434120409636,1
Quick Tap,Goal-5m (own),Left,2-3,0.8979306451059291,1
Quick Tap,Goal-5m (own),Left,4-6,0.6611395629440868,0
Quick Tap,Goal-5m (own),Left,7+,0.6645527606767644,0
Quick Tap,Goal-5m (own),Centre,1,0.6326366992008867,1
Quick Tap,Goal-5m (own),Centre,2-3,0.6544344289212144,0
Quick Tap,Goal-5m (own),Centre,4-6,0.6611395629440869,0
Quick Tap,Goal-5m (own),Centre,7+,0.6645527606767644,0
Quick Tap,Goal-5m (own),Right,1,0.630954958518222,1
Quick Tap,Goal-5m (own),Right,2-3,0.6544344289212145,0
Quick Tap,Goal-5m (own),Right,4-6,0.6611395629440869,0
Quick Tap,Goal-5m (own),Right,7+,0.6645527606767644,0
Quick Tap,5m-22m (own),Left,1,0.5204516237459778,3
Quick Tap,5m-22m (own),Left,2-3,0.42651844587567267,3
Quick Tap,5m-22m (own),Left,4-6,0.6540328671292007,1
Quick Tap,5m-22m (own),Left,7+,0.662828784172109,0
Quick Tap,5m-22m (own),Centre,1,0.4299155799984303,15
Quick Tap,5m-22m (own),Centre,2-3,0.8038937415498209,5
Quick Tap,5m-22m (own),Centre,4-6,0.6574035264245085,5
Quick Tap,5m-22m (own),Centre,7+,0.5918032464857884,4
Quick Tap,5m-22m (own),Right,1,0.49508642472527387,2
Quick Tap,5m-22m (own),Right,2-3,0.5431572298249548,0
Quick Tap,5m-22m (own),Right,4-6,0.655927684555411,2
Quick Tap,5m-22m (own),Right,7+,0.6628287841721087,0
Quick Tap,22m-10m (own),Left,1,0.5527252113203895,5
Quick Tap,22m-10m (own),Left,2-3,0.40666784083710994,3
Quick Tap,22m-10m (own),Left,4-6,0.5723698182224363,2
Quick Tap,22m-10m (own),Left,7+,0.664910993528948,1
Quick Tap,22m-10m (own),Centre,1,0.3626149753068734,15
Quick Tap,22m-10m (own),Centre,2-3,0.4712850046672378,13
Quick Tap,22m-10m (own),Centre,4-6,0.7589351757119391,9
Quick Tap,22m-10m (own),Centre,7+,0.8240928622892469,9
Quick Tap,22m-10m (own),Right,1,0.5192734008887151,6
Quick Tap,22m-10m (own),Right,2-3,0.5491924555821137,3
Quick Tap,22m-10m (own),Right,4-6,0.5949178123719039,6
Quick Tap,22m-10m (own),Right,7+,0.6708504042749612,2
Quick Tap,10m-Half (own),Left,1,0.6368870256297262,3
Quick Tap,10m-Half (own),Left,2-3,0.5546357583146208,4
Quick Tap,10m-Half (own),Left,4-6,0.6423573018693018,0
Quick Tap,10m-Half (own),Left,7+,0.6689673087986997,1
Quick Tap,10m-Half (own),Centre,1,0.6683786624060248,7
Quick Tap,10m-Half (own),Centre,2-3,0.597467277211619,17
Quick Tap,10m-Half (own),Centre,4-6,0.6768254322283359,10
Quick Tap,10m-Half (own),Centre,7+,0.5549079314969991,5
Quick Tap,10m-Half (own),Right,1,0.8291018513217329,5
Quick Tap,10m-Half (own),Right,2-3,0.6256352490983339,3
Quick Tap,10m-Half (own),Right,4-6,0.5791174653847991,2
Quick Tap,10m-Half (own),Right,7+,0.6626989018574259,2
Quick Tap,Half-10m (opp),Left,1,0.5838597971051152,2
Quick Tap,Half-10m (opp),Left,2-3,0.6655588922713611,2
Quick Tap,Half-10m (opp),Left,4-6,0.5381841156413524,4
Quick Tap,Half-10m (opp),Left,7+,0.6593927574321766,1
Quick Tap,Half-10m (opp),Centre,1,0.5993615774164345,12
Quick Tap,Half-10m (opp),Centre,2-3,0.7819311821236281,16
Quick Tap,Half-10m (opp),Centre,4-6,0.7902001627239356,7
Quick Tap,Half-10m (opp),Centre,7+,0.6816895943825148,3
Quick Tap,Half-10m (opp),Right,1,0.8219120284140575,5
Quick Tap,Half-10m (opp),Right,2-3,0.6580188860517178,2
Quick Tap,Half-10m (opp),Right,4-6,0.6536628271097331,0
Quick Tap,Half-10m (opp),Right,7+,0.5777949423846667,1
Quick Tap,10m-22m (opp),Left,1,0.7021555281580443,6
Quick Tap,10m-22m (opp),Left,2-3,0.6010370898127239,7
Quick Tap,10m-22m (opp),Left,4-6,0.6139807031007591,7
Quick Tap,10m-22m (opp),Left,7+,0.8884769525993262,6
Quick Tap,10m-22m (opp),Centre,1,0.7922162711000529,14
Quick Tap,10m-22m (opp),Centre,2-3,0.7035440875561969,41
Quick Tap,10m-22m (opp),Centre,4-6,0.8406067235165082,35
Quick Tap,10m-22m (opp),Centre,7+,0.6215298575237092,17
Quick Tap,10m-22m (opp),Right,1,0.7152476583750622,9
Quick Tap,10m-22m (opp),Right,2-3,0.6822618327412134,8
Quick Tap,10m-22m (opp),Right,4-6,0.7588415972888289,5
Quick Tap,10m-22m (opp),Right,7+,0.895787381021813,5
Quick Tap,22m-5m (opp),Left,1,1.0005081152557764,6
Quick Tap,22m-5m (opp),Left,2-3,0.7565098415070893,9
Quick Tap,22m-5m (opp),Left,4-6,0.9532039941248389,8
Quick Tap,22m-5m (opp),Left,7+,0.6823819382599903,4
Quick Tap,22m-5m (opp),Centre,1,1.014199933367403,15
Quick Tap,22m-5m (opp),Centre,2-3,0.9825052261749063,22
Quick Tap,22m-5m (opp),Centre,4-6,0.9765475369876542,19
Quick Tap,22m-5m (opp),Centre,7+,1.0911856059987783,24
Quick Tap,22m-5m (opp),Right,1,0.6410599259684318,6
Quick Tap,22m-5m (opp),Right,2-3,0.8415259313133453,7
Quick Tap,22m-5m (opp),Right,4-6,0.8129151070566006,5
Quick Tap,22m-5m (opp),Right,7+,0.7570198735243823,4
Quick Tap,5m-Goal (opp),Left,1,0.8066252776768852,4
Quick Tap,5m-Goal (opp),Left,2-3,0.9930320264036201,9
Quick Tap,5m-Goal (opp),Left,4-6,0.7717247176136932,2
Quick Tap,5m-Goal (opp),Left,7+,1.0891332358970793,6
Quick Tap,5m-Goal (opp),Centre,1,1.0084420240981178,11
Quick Tap,5m-Goal (opp),Centre,2-3,1.4641096482330593,31
Quick Tap,5m-Goal (opp),Centre,4-6,1.3001071423274677,20
Quick Tap,5m-Goal (opp),Centre,7+,1.4440886877321646,20
Quick Tap,5m-Goal (opp),Right,1,1.0548762775015506,2
Quick Tap,5m-Goal (opp),Right,2-3,0.7540247688951484,2
Quick Tap,5m-Goal (opp),Right,4-6,1.0098757248850494,5
Quick Tap,5m-Goal (opp),Right,7+,0.8399469435898337,1
